순번,회사명,대표자명,생산품,공장대표주소(도로명),업종명
161,(주)에덴에셀,전영수,"의류, 모피제품","서울특별시 영등포구 대림로 191, 유림빌딩 3층 (대림동)",모피제품 제조업 외 1 종
162,(주)에드프레쉬,나성현,수산동물냉동품제조업,"서울특별시 영등포구 버드나루로12나길 48 (영등포동2가, 신단빌딩)",수산동물 냉동품 제조업
163,(주)에스씨라텍,최성수,전산라벨,서울특별시 영등포구 도신로48길 5-2 (신길동),기타 인쇄업 외 1 종
164,(주)에스씨엘사이언스,백세연,이노씰,"서울특별시 영등포구 선유로13길 25, 1206-1207호 (문래동6가)",체외 진단 시약 제조업 외 1 종
165,(주)에스아이에스전자,손동훈,방송수신기및기타영상음향,서울특별시 영등포구 양산로 96 (당산동2가),"방송수신기및기타영상,음향기기제조업"
166,(주)에스엘티지,이구현,인쇄기,"서울특별시 영등포구 경인로82길 3-4, 센터플러스 705 (문래동1가)",디지털 적층 성형기계 제조업 외 1 종
167,(주)에스엠팩토리,조신영,전시형 모형,"서울특별시 영등포구 선유로 146, 14층 1405, 1406, 1407호 (양평동3가, 이앤씨드림타워)",전시용 모형 제조업
168,(주)에스투윈,이상덕,경광봉,서울특별시 영등포구 선유로53길 34-8 (양평동4가),그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종
169,(주)에스티산업,두진규,수경자재,서울특별시 영등포구 영등포로 24 (양평동2가),기체 여과기 제조업 외 4 종
170,(주)에어포스,천태진,POS제품,"서울특별시 영등포구 경인로 775, 1동 7층 721호 (문래동3가, 에이스하이테크시티)",컴퓨터 제조업 외 1 종
171,(주)에이마루,이은경,의류,"서울특별시 영등포구 선유로13길 25, 801호 (문래동6가)",편조의복 제조업 외 8 종
172,(주)에이스비주얼,홍진영,"광고물,인쇄물","서울특별시 영등포구 영신로 220, 4층 405,406호 (영등포동8가, KnK디지털타워)",간판 및 광고물 제조업
173,(주)에이앤에스개발,신동안,우산자동포장기,"서울특별시 영등포구 경인로 775, 1동 B2층 217 (문래동3가, 에이스하이테크시티)",그 외 기타 분류 안된 금속 가공 제품 제조업 외 3 종
174,(주)에이에스아이앤씨,연규성,인쇄용잉크,"서울특별시 영등포구 양산로 43, 4층 405호 (양평동3가, 양평동우림 이 비지센타)",인쇄잉크 및 회화용 물감 제조업
175,(주)에이이,이성재,액체여과기,"서울특별시 영등포구 선유로9길 10, 10층 1014호 (문래동6가)",액체 여과기 제조업
